year,gender,destination,origin,movers,is_intra,source_sheet,source_row_number,origin_capital,destination_capital,flow_block
2025,all,제주,울산,468,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,세종,278,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,경기,7633,False,6.전입출지별(이동자),22,True,False,capital_to_noncapital
2025,all,제주,강원,658,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,충북,691,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,충남,1012,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,전북,795,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,전남,886,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,경북,1095,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
2025,all,제주,경남,1620,False,6.전입출지별(이동자),22,False,False,noncapital_to_noncapital
